person_list,cluster,vipr_score,vipr_weight,sentiment_score,circulation_size,mention_count,cluster_label
Brian Mudd,1.0,-1386.0,462.0,-3.0,1169.0,1,Lower Visibility / Negative Tone
Stephanie Liou,1.0,-1386.0,126.0,-11.0,906.0,1,Lower Visibility / Negative Tone
Tilly Lockhees,1.0,-1386.0,231.0,-6.0,949969.0,1,Lower Visibility / Negative Tone
Chris Perry,1.0,-1392.0,464.0,-3.0,1021052.0,1,Lower Visibility / Negative Tone
Dach,1.0,-1392.0,464.0,-3.0,1188.0,1,Lower Visibility / Negative Tone
Fitzpatrick,1.0,-1392.0,464.0,-3.0,1188.0,1,Lower Visibility / Negative Tone
Tingle,1.0,-1392.0,464.0,-3.0,1188.0,1,Lower Visibility / Negative Tone
Afp Apr,1.0,-1400.0,350.0,-4.0,1869.0,1,Lower Visibility / Negative Tone
Alaska Villages,1.0,-1400.0,56.0,-25.0,13924.0,1,Lower Visibility / Negative Tone
Aspiro,1.0,-1400.0,175.0,-8.0,1152.0,1,Lower Visibility / Negative Tone
Assaad,1.0,-1400.0,700.0,-2.0,1272640.0,1,Lower Visibility / Negative Tone
Balaraju Naidu,1.0,-1400.0,700.0,-2.0,1900788.0,1,Lower Visibility / Negative Tone
Bob Bostonians,1.0,-1400.0,175.0,-8.0,1152.0,1,Lower Visibility / Negative Tone
Cardiologist,1.0,-1400.0,700.0,-2.0,1900788.0,1,Lower Visibility / Negative Tone
Cathy Hewison,1.0,-1400.0,700.0,-2.0,15066.0,1,Lower Visibility / Negative Tone
Chandra Dasari,1.0,-1400.0,700.0,-2.0,1900788.0,1,Lower Visibility / Negative Tone
Chennai Obesity,1.0,-1400.0,700.0,-2.0,1900788.0,1,Lower Visibility / Negative Tone
Claye,1.0,-1400.0,350.0,-4.0,816.0,1,Lower Visibility / Negative Tone
Closing Remarks,1.0,-1400.0,175.0,-8.0,2186.0,1,Lower Visibility / Negative Tone
Endtb-q.,1.0,-1400.0,700.0,-2.0,15066.0,1,Lower Visibility / Negative Tone
Eric Lindblom,1.0,-1400.0,100.0,-14.0,1072.0,1,Lower Visibility / Negative Tone
Gastroenterologist,1.0,-1400.0,700.0,-2.0,1900788.0,1,Lower Visibility / Negative Tone
Gs. Prabudoss,1.0,-1400.0,700.0,-2.0,1900788.0,1,Lower Visibility / Negative Tone
Haresh Manglani,1.0,-1400.0,700.0,-2.0,1900788.0,1,Lower Visibility / Negative Tone
Hnin Phyu,1.0,-1400.0,700.0,-2.0,15066.0,1,Lower Visibility / Negative Tone
I. Epidemic,1.0,-1400.0,700.0,-2.0,1272640.0,1,Lower Visibility / Negative Tone
I. Prevention,1.0,-1400.0,700.0,-2.0,1272640.0,1,Lower Visibility / Negative Tone
I. Worldwide,1.0,-1400.0,700.0,-2.0,1272640.0,1,Lower Visibility / Negative Tone
Jet Prediction,1.0,-1400.0,1400.0,-1.0,1129.0,1,Lower Visibility / Negative Tone
Jie View,1.0,-1400.0,1400.0,-1.0,1129.0,1,Lower Visibility / Negative Tone
Joanne Joseph,1.0,-1400.0,700.0,-2.0,15066.0,1,Lower Visibility / Negative Tone
Joe Casper,1.0,-1400.0,175.0,-8.0,1152.0,1,Lower Visibility / Negative Tone
Joel Smi,1.0,-1400.0,350.0,-4.0,816.0,1,Lower Visibility / Negative Tone
Joel Smith,1.0,-1400.0,350.0,-4.0,816.0,1,Lower Visibility / Negative Tone
Karen Mpany,1.0,-1400.0,100.0,-14.0,4305.0,1,Lower Visibility / Negative Tone
Liliana Santos,1.0,-1400.0,56.0,-25.0,103896.0,1,Lower Visibility / Negative Tone
Linda Mcgill,1.0,-1400.0,350.0,-4.0,816.0,1,Lower Visibility / Negative Tone
Liver Physician,1.0,-1400.0,700.0,-2.0,1900788.0,1,Lower Visibility / Negative Tone
Liver Superspecialist,1.0,-1400.0,700.0,-2.0,1900788.0,1,Lower Visibility / Negative Tone
M. Orth,1.0,-1400.0,700.0,-2.0,1900788.0,1,Lower Visibility / Negative Tone
Mahmoud For,1.0,-1400.0,25.0,-56.0,32491.0,1,Lower Visibility / Negative Tone
Maria Carney,1.0,-1400.0,56.0,-25.0,25851.0,1,Lower Visibility / Negative Tone
Mariya Mahmoud,1.0,-1400.0,25.0,-56.0,32491.0,1,Lower Visibility / Negative Tone
Matista,1.0,-1400.0,56.0,-25.0,103896.0,1,Lower Visibility / Negative Tone
Mico Ratna,1.0,-1400.0,175.0,-8.0,1152.0,1,Lower Visibility / Negative Tone
Miguel Monetche,1.0,-1400.0,56.0,-25.0,103896.0,1,Lower Visibility / Negative Tone
Naveen Chettupalli,1.0,-1400.0,700.0,-2.0,1900788.0,1,Lower Visibility / Negative Tone
Neuropathy,1.0,-1400.0,175.0,-8.0,2186.0,1,Lower Visibility / Negative Tone
Ohnesorge,1.0,-1400.0,1400.0,-1.0,1129.0,1,Lower Visibility / Negative Tone
Orthopaedic Oncosurgeon,1.0,-1400.0,700.0,-2.0,1900788.0,1,Lower Visibility / Negative Tone
Orthopedic Mbbs,1.0,-1400.0,700.0,-2.0,1900788.0,1,Lower Visibility / Negative Tone
Puckett,1.0,-1400.0,175.0,-8.0,1152.0,1,Lower Visibility / Negative Tone
Rahul Agrawal,1.0,-1400.0,700.0,-2.0,1900788.0,1,Lower Visibility / Negative Tone
Reduce Emissions,1.0,-1400.0,56.0,-25.0,13924.0,1,Lower Visibility / Negative Tone
Registration,1.0,-1400.0,350.0,-4.0,15199.0,1,Lower Visibility / Negative Tone
Rendi-wagner,1.0,-1400.0,200.0,-7.0,978.0,1,Lower Visibility / Negative Tone
Rob Bush,1.0,-1400.0,175.0,-8.0,1152.0,1,Lower Visibility / Negative Tone
Ronald Contact,0.0,-1400.0,200.0,-7.0,351814.0,1,High Visibility / Negative Tone
Ronald Honn,0.0,-1400.0,200.0,-7.0,351814.0,1,High Visibility / Negative Tone
Sambalpur Odisha,1.0,-1400.0,700.0,-2.0,1900788.0,1,Lower Visibility / Negative Tone
Smita Mundt,1.0,-1400.0,100.0,-14.0,4305.0,1,Lower Visibility / Negative Tone
Staying Away,1.0,-1400.0,700.0,-2.0,1900788.0,1,Lower Visibility / Negative Tone
Steve Nskyp,1.0,-1400.0,56.0,-25.0,103896.0,1,Lower Visibility / Negative Tone
Sudheer Mbbs,1.0,-1400.0,700.0,-2.0,1900788.0,1,Lower Visibility / Negative Tone
Sudheer Penchala,1.0,-1400.0,700.0,-2.0,1900788.0,1,Lower Visibility / Negative Tone
Tamil Dr,1.0,-1400.0,700.0,-2.0,1900788.0,1,Lower Visibility / Negative Tone
Theresa Md.,1.0,-1400.0,100.0,-14.0,982.0,1,Lower Visibility / Negative Tone
Usman Aliyu,1.0,-1400.0,25.0,-56.0,32491.0,1,Lower Visibility / Negative Tone
Vaibhav Spine,1.0,-1400.0,700.0,-2.0,1900788.0,1,Lower Visibility / Negative Tone
View Html,1.0,-1400.0,1400.0,-1.0,1129.0,1,Lower Visibility / Negative Tone
W. Boston,1.0,-1400.0,175.0,-8.0,1152.0,1,Lower Visibility / Negative Tone
Zhengyu Yang,1.0,-1400.0,1400.0,-1.0,1129.0,1,Lower Visibility / Negative Tone
Bull,0.0,-1408.0,352.0,-4.0,13905129.0,1,High Visibility / Negative Tone
Eps Emphasized,0.0,-1408.0,352.0,-4.0,13905129.0,1,High Visibility / Negative Tone
Eps Serve,0.0,-1408.0,352.0,-4.0,13905129.0,1,High Visibility / Negative Tone
Hagaman,0.0,-1408.0,352.0,-4.0,13905129.0,1,High Visibility / Negative Tone
Marshall,0.0,-1408.0,352.0,-4.0,13905129.0,1,High Visibility / Negative Tone
Schwartz,0.0,-1408.0,352.0,-4.0,13905129.0,1,High Visibility / Negative Tone
Snap-ed,0.0,-1408.0,352.0,-4.0,13905129.0,1,High Visibility / Negative Tone
Willett,0.0,-1408.0,352.0,-4.0,13905129.0,1,High Visibility / Negative Tone
Wong,0.0,-1408.0,352.0,-4.0,13905129.0,1,High Visibility / Negative Tone
Naana Jane,1.0,-1415.0,283.0,-5.0,3489.0,1,Lower Visibility / Negative Tone
Opoku Agyemang,1.0,-1415.0,283.0,-5.0,3489.0,1,Lower Visibility / Negative Tone
David Boreanaz,1.0,-1416.0,118.0,-12.0,379.0,1,Lower Visibility / Negative Tone
Ken Calvert,1.0,-1416.0,118.0,-12.0,379.0,1,Lower Visibility / Negative Tone
Edward Henderson,1.0,-1428.0,102.0,-14.0,915.0,1,Lower Visibility / Negative Tone
Lakeysha Sowunmi,1.0,-1428.0,102.0,-14.0,915.0,1,Lower Visibility / Negative Tone
Maxmillian Chambers,1.0,-1428.0,102.0,-14.0,915.0,1,Lower Visibility / Negative Tone
Nasir Khattak,1.0,-1428.0,1428.0,-1.0,38502.0,1,Lower Visibility / Negative Tone
Redieat Assefa,1.0,-1428.0,102.0,-14.0,915.0,1,Lower Visibility / Negative Tone
Saifullah,1.0,-1428.0,1428.0,-1.0,38502.0,1,Lower Visibility / Negative Tone
Teresa Ramos,1.0,-1431.0,477.0,-3.0,37950.0,1,Lower Visibility / Negative Tone
Thomas Duncan,1.0,-1431.0,477.0,-3.0,37950.0,1,Lower Visibility / Negative Tone
Alexander Dobranowski,0.0,-1435.0,287.0,-5.0,42293.0,1,High Visibility / Negative Tone
Chris Cramer,0.0,-1435.0,287.0,-5.0,13886.0,1,High Visibility / Negative Tone
Contact S,0.0,-1435.0,287.0,-5.0,12558.0,1,High Visibility / Negative Tone
Curb,0.0,-1435.0,287.0,-5.0,8224.0,1,High Visibility / Negative Tone
Dave Williams,0.0,-1435.0,287.0,-5.0,38916.0,1,High Visibility / Negative Tone
Dorian Prior,0.0,-1435.0,287.0,-5.0,42293.0,1,High Visibility / Negative Tone
Hep B,0.0,-1435.0,287.0,-5.0,12558.0,1,High Visibility / Negative Tone
Hep C,0.0,-1435.0,287.0,-5.0,12558.0,1,High Visibility / Negative Tone
John Ward,0.0,-1435.0,287.0,-5.0,12558.0,1,High Visibility / Negative Tone
Liz Shea,0.0,-1435.0,287.0,-5.0,12558.0,1,High Visibility / Negative Tone
Marilyn Black,0.0,-1435.0,287.0,-5.0,13886.0,1,High Visibility / Negative Tone
Pardeep Relations,0.0,-1435.0,287.0,-5.0,42293.0,1,High Visibility / Negative Tone
Pete Gaynor,0.0,-1435.0,287.0,-5.0,38916.0,1,High Visibility / Negative Tone
Roopal Thakkar,0.0,-1435.0,287.0,-5.0,12558.0,1,High Visibility / Negative Tone
Suzanne Barston,0.0,-1435.0,287.0,-5.0,12558.0,1,High Visibility / Negative Tone
Evelyn Reed,0.0,-1440.0,60.0,-24.0,42293.0,1,High Visibility / Negative Tone
Janette Wider,1.0,-1448.0,362.0,-4.0,845.0,1,Lower Visibility / Negative Tone
John Clay,1.0,-1448.0,362.0,-4.0,1119.0,1,Lower Visibility / Negative Tone
John Wall,1.0,-1448.0,362.0,-4.0,1119.0,1,Lower Visibility / Negative Tone
John Wolf,1.0,-1448.0,362.0,-4.0,1119.0,1,Lower Visibility / Negative Tone
Russell Curry,1.0,-1448.0,362.0,-4.0,1119.0,1,Lower Visibility / Negative Tone
Ashley Garrett,1.0,-1449.0,483.0,-3.0,14850.0,1,Lower Visibility / Negative Tone
Hattr,1.0,-1449.0,161.0,-9.0,845.0,1,Lower Visibility / Negative Tone
Katherine Noel,1.0,-1449.0,483.0,-3.0,14850.0,1,Lower Visibility / Negative Tone
Koay S,1.0,-1449.0,161.0,-9.0,845.0,1,Lower Visibility / Negative Tone
Margaret-ann,1.0,-1449.0,483.0,-3.0,14850.0,1,Lower Visibility / Negative Tone
Neuropathic,1.0,-1449.0,161.0,-9.0,845.0,1,Lower Visibility / Negative Tone
Sickness--,1.0,-1449.0,483.0,-3.0,14850.0,1,Lower Visibility / Negative Tone
Stancanelli C,1.0,-1449.0,161.0,-9.0,845.0,1,Lower Visibility / Negative Tone
Dean Measles,1.0,-1452.0,66.0,-22.0,27594.0,1,Lower Visibility / Negative Tone
Josh Fischman,1.0,-1452.0,66.0,-22.0,27594.0,1,Lower Visibility / Negative Tone
Measles Treatments,1.0,-1452.0,66.0,-22.0,27594.0,1,Lower Visibility / Negative Tone
Measles Work,1.0,-1452.0,66.0,-22.0,27594.0,1,Lower Visibility / Negative Tone
Sally Slovinsky,1.0,-1452.0,121.0,-12.0,4338.0,1,Lower Visibility / Negative Tone
Scott Goldstein,1.0,-1452.0,121.0,-12.0,4338.0,1,Lower Visibility / Negative Tone
Zaliha,1.0,-1452.0,121.0,-12.0,1955.0,1,Lower Visibility / Negative Tone
Zaliha Mustafa,1.0,-1452.0,121.0,-12.0,1955.0,1,Lower Visibility / Negative Tone
Bryan Dooley,1.0,-1456.0,112.0,-13.0,1054.0,1,Lower Visibility / Negative Tone
Buck Newton,1.0,-1456.0,112.0,-13.0,1054.0,1,Lower Visibility / Negative Tone
Carrillo,1.0,-1456.0,208.0,-7.0,3584.0,1,Lower Visibility / Negative Tone
Felicia Nurmsen,1.0,-1456.0,112.0,-13.0,1054.0,1,Lower Visibility / Negative Tone
Jorge Rajha,1.0,-1456.0,208.0,-7.0,3584.0,1,Lower Visibility / Negative Tone
Katy Neas,1.0,-1456.0,112.0,-13.0,1054.0,1,Lower Visibility / Negative Tone
Marcelo Zylberman,1.0,-1456.0,208.0,-7.0,3584.0,1,Lower Visibility / Negative Tone
Tara Muller,1.0,-1456.0,112.0,-13.0,1054.0,1,Lower Visibility / Negative Tone
Wjar,1.0,-1456.0,112.0,-13.0,888.0,1,Lower Visibility / Negative Tone
Bailey Mosley,1.0,-1460.0,365.0,-4.0,24319.0,1,Lower Visibility / Negative Tone
Clare,1.0,-1460.0,365.0,-4.0,24319.0,1,Lower Visibility / Negative Tone
Haggett,1.0,-1460.0,365.0,-4.0,24319.0,1,Lower Visibility / Negative Tone
Konstantia Dimoglidou,1.0,-1460.0,365.0,-4.0,24319.0,1,Lower Visibility / Negative Tone
Angie Lefebvre,1.0,-1463.0,133.0,-11.0,1084.0,1,Lower Visibility / Negative Tone
Babe’s Place,1.0,-1463.0,133.0,-11.0,1084.0,1,Lower Visibility / Negative Tone
Jack’s Bar,1.0,-1463.0,133.0,-11.0,1084.0,1,Lower Visibility / Negative Tone
Johan’s Bar,1.0,-1463.0,133.0,-11.0,1084.0,1,Lower Visibility / Negative Tone
Karen Luparello,1.0,-1463.0,133.0,-11.0,972.0,1,Lower Visibility / Negative Tone
Neil’s Pub,1.0,-1463.0,133.0,-11.0,1084.0,1,Lower Visibility / Negative Tone
Praha Haus,1.0,-1463.0,133.0,-11.0,1084.0,1,Lower Visibility / Negative Tone
Simon’s Bar,1.0,-1463.0,133.0,-11.0,1084.0,1,Lower Visibility / Negative Tone
Stonebrooke Course,1.0,-1463.0,133.0,-11.0,1084.0,1,Lower Visibility / Negative Tone
Tj. Hooligan,1.0,-1463.0,133.0,-11.0,1084.0,1,Lower Visibility / Negative Tone
Betco Corporation,1.0,-1464.0,183.0,-8.0,786094.0,1,Lower Visibility / Negative Tone
Catherine Mar,1.0,-1464.0,183.0,-8.0,786094.0,1,Lower Visibility / Negative Tone
Michelle Rosenfeld,1.0,-1464.0,183.0,-8.0,786094.0,1,Lower Visibility / Negative Tone
Vanguard Llc,1.0,-1464.0,183.0,-8.0,786094.0,1,Lower Visibility / Negative Tone
Vi-Jon Llc,1.0,-1464.0,183.0,-8.0,786094.0,1,Lower Visibility / Negative Tone
Weefsel Pharma,1.0,-1464.0,183.0,-8.0,786094.0,1,Lower Visibility / Negative Tone
Georgians Jun,1.0,-1466.0,733.0,-2.0,29606.0,1,Lower Visibility / Negative Tone
Maximus Chaney,1.0,-1466.0,733.0,-2.0,29606.0,1,Lower Visibility / Negative Tone
Elena Vargas,1.0,-1470.0,245.0,-6.0,760.0,1,Lower Visibility / Negative Tone
Panamahealth,1.0,-1470.0,245.0,-6.0,760.0,1,Lower Visibility / Negative Tone
Levar Burton,1.0,-1475.0,25.0,-59.0,64982.0,1,Lower Visibility / Negative Tone
Reading Rainbow,1.0,-1475.0,25.0,-59.0,64982.0,1,Lower Visibility / Negative Tone
Shannon French,1.0,-1475.0,25.0,-59.0,64982.0,1,Lower Visibility / Negative Tone
Suzanne Rivera,1.0,-1475.0,25.0,-59.0,64982.0,1,Lower Visibility / Negative Tone
Annalisa Perea,1.0,-1479.0,87.0,-17.0,2786.0,1,Lower Visibility / Negative Tone
Brian Quick,1.0,-1479.0,87.0,-17.0,2574.0,1,Lower Visibility / Negative Tone
Felicia Brabec,1.0,-1479.0,87.0,-17.0,2574.0,1,Lower Visibility / Negative Tone
Flindt Andersen,1.0,-1479.0,87.0,-17.0,2786.0,1,Lower Visibility / Negative Tone
Gift Michigan,1.0,-1479.0,87.0,-17.0,2574.0,1,Lower Visibility / Negative Tone
Kacie Dragan,1.0,-1479.0,87.0,-17.0,49362.0,1,Lower Visibility / Negative Tone
Kimberly Edwards,1.0,-1479.0,87.0,-17.0,2574.0,1,Lower Visibility / Negative Tone
Mathematical Methods,1.0,-1479.0,87.0,-17.0,10865.0,1,Lower Visibility / Negative Tone
Natalie Price,1.0,-1479.0,87.0,-17.0,2574.0,1,Lower Visibility / Negative Tone
Patrick Wells-O’brien,1.0,-1479.0,87.0,-17.0,2574.0,1,Lower Visibility / Negative Tone
Rachel Hood,1.0,-1479.0,87.0,-17.0,2574.0,1,Lower Visibility / Negative Tone
Sherry Glied,1.0,-1479.0,87.0,-17.0,49362.0,1,Lower Visibility / Negative Tone
Stephanie Young,1.0,-1479.0,87.0,-17.0,2574.0,1,Lower Visibility / Negative Tone
Murry Raphael,1.0,-1488.0,372.0,-4.0,51656.0,1,Lower Visibility / Negative Tone
Thomas Help,1.0,-1488.0,372.0,-4.0,51656.0,1,Lower Visibility / Negative Tone
Ashlei Spivey,1.0,-1495.0,115.0,-13.0,5817.0,1,Lower Visibility / Negative Tone
Ben Hansen,1.0,-1495.0,115.0,-13.0,5817.0,1,Lower Visibility / Negative Tone
Dan Lonowski,1.0,-1495.0,115.0,-13.0,5817.0,1,Lower Visibility / Negative Tone
George Dungan,1.0,-1495.0,115.0,-13.0,5817.0,1,Lower Visibility / Negative Tone
Myron Dorn,1.0,-1495.0,115.0,-13.0,5817.0,1,Lower Visibility / Negative Tone
Abraham Navarro,1.0,-1500.0,300.0,-5.0,1858586.0,1,Lower Visibility / Negative Tone
Accidental-exposures-fentanyl-patches-continue-be-deadly-children,1.0,-1500.0,125.0,-12.0,941375.0,1,Lower Visibility / Negative Tone
Ambedkar Nagar,1.0,-1500.0,300.0,-5.0,220653.0,1,Lower Visibility / Negative Tone
Amy Serridge,1.0,-1500.0,500.0,-3.0,333494.0,1,Lower Visibility / Negative Tone
An Canada,1.0,-1500.0,500.0,-3.0,261.0,1,Lower Visibility / Negative Tone
Anand Ranganathan,1.0,-1500.0,100.0,-15.0,1129.0,1,Lower Visibility / Negative Tone
Armin Granulo,1.0,-1500.0,250.0,-6.0,2319.0,1,Lower Visibility / Negative Tone
Arpad Pusztai,1.0,-1500.0,250.0,-6.0,5170.0,1,Lower Visibility / Negative Tone
Augusta Mcdonnell,1.0,-1500.0,250.0,-6.0,2735.0,1,Lower Visibility / Negative Tone
Aurora Rsvp,1.0,-1500.0,300.0,-5.0,54648.0,1,Lower Visibility / Negative Tone
Aversa,1.0,-1500.0,125.0,-12.0,941375.0,1,Lower Visibility / Negative Tone
Bella Sale,1.0,-1500.0,125.0,-12.0,884.0,1,Lower Visibility / Negative Tone
Bocce Ball,1.0,-1500.0,300.0,-5.0,54648.0,1,Lower Visibility / Negative Tone
Boot Bhawani,1.0,-1500.0,300.0,-5.0,220653.0,1,Lower Visibility / Negative Tone
Bratwurst,1.0,-1500.0,300.0,-5.0,54648.0,1,Lower Visibility / Negative Tone
Brayton Wilson,1.0,-1500.0,150.0,-10.0,1074.0,1,Lower Visibility / Negative Tone
Brian Dine,1.0,-1500.0,300.0,-5.0,54648.0,1,Lower Visibility / Negative Tone
Call Joe,1.0,-1500.0,300.0,-5.0,54648.0,1,Lower Visibility / Negative Tone
Cameron Feb,1.0,-1500.0,500.0,-3.0,934.0,1,Lower Visibility / Negative Tone
Chicken Alfredo,1.0,-1500.0,300.0,-5.0,54648.0,1,Lower Visibility / Negative Tone
Chris Kanthan,1.0,-1500.0,250.0,-6.0,5170.0,1,Lower Visibility / Negative Tone
Christine Mcmahon,1.0,-1500.0,300.0,-5.0,54648.0,1,Lower Visibility / Negative Tone
Christoph Fuchs,1.0,-1500.0,250.0,-6.0,2319.0,1,Lower Visibility / Negative Tone
Consumer-updates,1.0,-1500.0,125.0,-12.0,941375.0,1,Lower Visibility / Negative Tone
Consumers,1.0,-1500.0,125.0,-12.0,941375.0,1,Lower Visibility / Negative Tone
Don Cherry,1.0,-1500.0,500.0,-3.0,261.0,1,Lower Visibility / Negative Tone
Elizabeth King,0.0,-1500.0,150.0,-10.0,8303151.0,1,High Visibility / Negative Tone
Elizabeth Peryam,1.0,-1500.0,300.0,-5.0,54648.0,1,Lower Visibility / Negative Tone
Faith Cipa,1.0,-1500.0,500.0,-3.0,129730.0,1,Lower Visibility / Negative Tone
Faith Kipyegon,1.0,-1500.0,500.0,-3.0,129730.0,1,Lower Visibility / Negative Tone
Food Kennedy,1.0,-1500.0,300.0,-5.0,7672.0,1,Lower Visibility / Negative Tone
Frances Moore,1.0,-1500.0,250.0,-6.0,5170.0,1,Lower Visibility / Negative Tone
George Intercontinental,1.0,-1500.0,150.0,-10.0,1099.0,1,Lower Visibility / Negative Tone
Henry Clung,1.0,-1500.0,500.0,-3.0,261.0,1,Lower Visibility / Negative Tone
Indira Nagar,1.0,-1500.0,300.0,-5.0,220653.0,1,Lower Visibility / Negative Tone
Iris Insogna,0.0,-1500.0,150.0,-10.0,8303151.0,1,High Visibility / Negative Tone
Jamie Knopman,0.0,-1500.0,150.0,-10.0,8303151.0,1,High Visibility / Negative Tone
Jamie Stanhiser,0.0,-1500.0,150.0,-10.0,8303151.0,1,High Visibility / Negative Tone
Jenny Crabtree,1.0,-1500.0,125.0,-12.0,7592.0,1,Lower Visibility / Negative Tone
Jeremy Dwin,0.0,-1500.0,300.0,-5.0,13946.0,1,High Visibility / Negative Tone
Jeremy Pelzer,0.0,-1500.0,300.0,-5.0,13946.0,1,High Visibility / Negative Tone
Jessica Sharratt,0.0,-1500.0,150.0,-10.0,8303151.0,1,High Visibility / Negative Tone
Jodo Yatra,1.0,-1500.0,100.0,-15.0,1129.0,1,Lower Visibility / Negative Tone
John Elmore,1.0,-1500.0,150.0,-10.0,1074.0,1,Lower Visibility / Negative Tone
Jokereno,1.0,-1500.0,300.0,-5.0,54648.0,1,Lower Visibility / Negative Tone
Joyce Olesky,1.0,-1500.0,300.0,-5.0,54648.0,1,Lower Visibility / Negative Tone
Kaitlyn Hirgstetter-O'dee,1.0,-1500.0,125.0,-12.0,884.0,1,Lower Visibility / Negative Tone
Karen Demarco,1.0,-1500.0,500.0,-3.0,333494.0,1,Lower Visibility / Negative Tone
Kesha,1.0,-1500.0,150.0,-10.0,8977.0,1,Lower Visibility / Negative Tone
Key Drivers,1.0,-1500.0,150.0,-10.0,942.0,1,Lower Visibility / Negative Tone
Khosla Ghosla',1.0,-1500.0,100.0,-15.0,1129.0,1,Lower Visibility / Negative Tone
Kick Ball,1.0,-1500.0,300.0,-5.0,54648.0,1,Lower Visibility / Negative Tone
Kristi Mora,1.0,-1500.0,125.0,-12.0,884.0,1,Lower Visibility / Negative Tone
Lolita,1.0,-1500.0,300.0,-5.0,1858586.0,1,Lower Visibility / Negative Tone
Lucy May,0.0,-1500.0,300.0,-5.0,13946.0,1,High Visibility / Negative Tone
Major Garrett,1.0,-1500.0,250.0,-6.0,530832.0,1,Lower Visibility / Negative Tone
Michael Parisi,1.0,-1500.0,500.0,-3.0,333494.0,1,Lower Visibility / Negative Tone
Mike Dewine,0.0,-1500.0,300.0,-5.0,13946.0,1,High Visibility / Negative Tone
Nancy Schimelpfening,1.0,-1500.0,300.0,-5.0,54648.0,1,Lower Visibility / Negative Tone
Neo,1.0,-1500.0,500.0,-3.0,129730.0,1,Lower Visibility / Negative Tone
Nicholson Stratton,1.0,-1500.0,300.0,-5.0,1858586.0,1,Lower Visibility / Negative Tone
Pamela Cafe,1.0,-1500.0,150.0,-10.0,1074.0,1,Lower Visibility / Negative Tone
Parsottam Vaghela,1.0,-1500.0,300.0,-5.0,220653.0,1,Lower Visibility / Negative Tone
Pasty,1.0,-1500.0,300.0,-5.0,54648.0,1,Lower Visibility / Negative Tone
Perceval James,1.0,-1500.0,250.0,-6.0,530832.0,1,Lower Visibility / Negative Tone
Puzzler,1.0,-1500.0,300.0,-5.0,54648.0,1,Lower Visibility / Negative Tone
Ranvir Shorey,1.0,-1500.0,100.0,-15.0,1129.0,1,Lower Visibility / Negative Tone
Rebecca Osborne,1.0,-1500.0,500.0,-3.0,129730.0,1,Lower Visibility / Negative Tone
Rebecca Snyder,1.0,-1500.0,125.0,-12.0,884.0,1,Lower Visibility / Negative Tone
Redwood News.,1.0,-1500.0,300.0,-5.0,1858586.0,1,Lower Visibility / Negative Tone
Rel T,1.0,-1500.0,125.0,-12.0,1065.0,1,Lower Visibility / Negative Tone
Samanger Purcell-Matthew,1.0,-1500.0,300.0,-5.0,854.0,1,Lower Visibility / Negative Tone
Sarah Donaldson,0.0,-1500.0,300.0,-5.0,13946.0,1,High Visibility / Negative Tone
Seneng,1.0,-1500.0,100.0,-15.0,1066.0,1,Lower Visibility / Negative Tone
Sharon Wilsnack,1.0,-1500.0,250.0,-6.0,1112.0,1,Lower Visibility / Negative Tone
Shellenberger,1.0,-1500.0,100.0,-15.0,959.0,1,Lower Visibility / Negative Tone
Suryanagar,1.0,-1500.0,300.0,-5.0,220653.0,1,Lower Visibility / Negative Tone
Tim Hart,1.0,-1500.0,250.0,-6.0,2735.0,1,Lower Visibility / Negative Tone
Vaccines Routine,1.0,-1500.0,300.0,-5.0,7672.0,1,Lower Visibility / Negative Tone
Valerie Crow,1.0,-1500.0,250.0,-6.0,9904.0,1,Lower Visibility / Negative Tone
Velvet Mangan,0.0,-1500.0,150.0,-10.0,9262527.0,1,High Visibility / Negative Tone
Vijay Nehra,1.0,-1500.0,300.0,-5.0,220653.0,1,Lower Visibility / Negative Tone
Vivicramaswami Johnson,1.0,-1500.0,150.0,-10.0,1170.0,1,Lower Visibility / Negative Tone
James Ltd,1.0,-1506.0,753.0,-2.0,20916.0,1,Lower Visibility / Negative Tone
Joseph Taylor,1.0,-1506.0,753.0,-2.0,5149.0,1,Lower Visibility / Negative Tone
Avegno,1.0,-1512.0,126.0,-12.0,1122.0,1,Lower Visibility / Negative Tone
Biaxial Strength,1.0,-1512.0,126.0,-12.0,1122.0,1,Lower Visibility / Negative Tone
Brilliant Everglow,1.0,-1512.0,126.0,-12.0,1122.0,1,Lower Visibility / Negative Tone
Darcy Lanovaz,1.0,-1512.0,216.0,-7.0,1153.0,1,Lower Visibility / Negative Tone
Do Cruzeiros,1.0,-1512.0,126.0,-12.0,1122.0,1,Lower Visibility / Negative Tone
Enamel Enamel,1.0,-1512.0,126.0,-12.0,1122.0,1,Lower Visibility / Negative Tone
Filtek,1.0,-1512.0,126.0,-12.0,1122.0,1,Lower Visibility / Negative Tone
Hydrolytic,1.0,-1512.0,126.0,-12.0,1122.0,1,Lower Visibility / Negative Tone
Jot Godec,1.0,-1512.0,216.0,-7.0,1153.0,1,Lower Visibility / Negative Tone
Knoop Hardness,1.0,-1512.0,126.0,-12.0,1122.0,1,Lower Visibility / Negative Tone
Lineu Prestes,1.0,-1512.0,126.0,-12.0,1122.0,1,Lower Visibility / Negative Tone
Nanohybrid Resins,1.0,-1512.0,126.0,-12.0,1122.0,1,Lower Visibility / Negative Tone
