row_index,tag_name,persons,has_person
29155,public_health,"Donald Trump, Robert Kennedy, Mitch Mcconnell, Chris, Radar",1
29156,public_health,"Michael Regan, Joe Biden",1
29157,public_health,"Paul Chaplin, Rolf Sass, Graham Morrell, Pinheiro Aa, Pamplona De, Cavalcanti L.",1
29158,public_health,"Mario Tama, Robert Kennedy, Lee Zeldin, Brett Kessler, Strangelove, Stanley Kubrick",1
29159,public_health,"Frank Silva, Ministerial Order",1
29160,health_campaign,"Sukhvinder Sukhu, Prayagraj, Sukhvinder Singh, Mahakumbh, Mahashivratri, Mela, Yogi Adityanath, Sanatan, Mother Ganga, The Kumbh",1
29161,public_health,"Ngashi Ngongo, Biyombe, Rodney Muhumuza, Ed Shape",1
29162,public_health,"Jim Fredericks, Summer Barometer, Broods Xiii",1
29163,public_health,"Donald, Robert Kennedy, Michael George, Donald Trump, Doug Burgum, Matt Gaetz, Matt",1
29164,public_health,"Greeks, Adonis Georgiadis, Panagiotis Behrakis, Antonis Vasiliadis, Kyriakos Mitsotakis, Nikos Louvros",1
29165,health_campaign,"Podrick Islamic, Joe Biden, Carrie Washington, Olivia Pope, Kevin Brown, Hunter, Donald Trump, Lunt, Pam Bondi, Chuck Grassley, Patel, Christopher Ray, Elizabeth Warren, Richard Blumenthal, Lloyd Austin, Garrett Graves, Lgbtq Plus, Terry Mccready",1
29166,public_health,"Aaron, Scott., Scott Bessent, Russell, Robert Kennedy, Dave, Janette, Marty",1
29167,public_health,"Jennifer Nuzzo, David Gillum, Georges Benjamin",1
29168,public_health,"Wilson Wodonga, Alyce Wilson",1
29169,public_health,,0
29170,public_health,"Chad Chronister, Donald Trump, Chonister, Border, Ron Desantis, Thomas Massie, R-ky, Matt Gaetz",1
29171,public_health,"Roger Kamba, Jean Kaseya, Kikwit, Mwamba, Panzi, Oscar Kazwa",1
29172,public_health,"Lee, Lee Zurik, Tisha Powell, Lindroos, Press Ganey, Chris Buesing, Chris Broke",1
29173,public_health,"Bc. Teen, Avian Shows, Avian Flu, Avian Mutations, Brian Conway, Tim Uyeki, Jesse Papenburg, Avian Case, Avian Avian",1
29174,health_campaign,"Brown, Butterworth, Mcnuggets, Mac, Buck, Penn, Tom Perez, Whirlpool, Depot, Percy Vela, Anderson Cooper",1
29175,public_health,"Marco Women, Marco Agrifoglio, Aussie, Smriti Mandana, Ellis Perry, Bangalore, Alyssa Healy, Deepti Sharma, Poonam Khemnar, Joseph Ladapo, Alexane Flament, Siam Rath, Amp, Mahidol, Deen Mohammad, Deen Haque, Dean Mohammad",1
29176,public_health,"Cameron Macintosh, Hayden Edmondson, Edmonson, Anna Banerji, Alison Chris, Ban, Kubina Aduro, Ali Rivard, Katerina Rockson, Patrick Anderson, Kubo Duro, Rebecca Zandbergn, Amy Dodge",1
29177,public_health,"James Lynch, Barrak Alahmad, Hossein Farshidi",1
29178,public_health,"Donald Trump, Brittaney Bethea, David Bowles",1
29179,public_health,"Lawrence Gostin, Ellen, Cyril Ramaphosa, Alexandra Phelan, Tedros Ghebreyesus, Tedros, Gordon Brown, Nina Schwalbe, Joe Biden",1
29180,public_health,"Elsie Kodjoe, Agyeman Wy",1
29181,public_health,Victor Gomes,1
29182,public_health,"Bonita Cyclist, Bonita, Jacobo Melcer, Jacobo, Chula Vista, Elena Ramirez, Record, Manuel Ortiz",1
29183,public_health,,0
29184,public_health,"Dedalus, Its Amadeus, Doug Brown",1
29185,public_health,"Daren Anderson, Sonja Bjork",1
29186,public_health,"Donald Trump, Head Start, Jeremy Berg, David Harvey, Lauran Neergaard, Matthew Perrone",1
29187,public_health,Suresh Soundararajan,1
29188,public_health,,0
29189,public_health,Tom Llamas,1
29190,public_health,"Jeanne Franklin, Donald Trump, Ronnie Das, Maureen Lichtveld, Josh Michaud, Allison Winnike, Josh Maxwell",1
29191,public_health,"Donald Trump, Anthony, Flashy, Anthony Fauci",1
29192,public_health,"Mark Suzman, Bill, Calmette-guerin, Bill Gates",1
29193,public_health,"Skin Hygiene, Chris Olalekan, Chris Akinsulie, Ibrahim Idris, Mary Akinsulie, Amarillo, Handwashing, Physician Semmelweis, Normal Flora, Micrococci Micrococcus, Actinobacter, Rhodotorula Epicoccum, Pathogen Hand, Hand Hygiene",1
29194,public_health,"Auburn, Andrea Perkins, La Roche-Posay",1
29195,public_health,"Jean Kaseya, Marburg, Sabin Nsanzimana",1
29196,public_health,"Hess Baba, Jess Madre, Rahi, Jess Madore, Taylor Swift, Vicki Barker, Lover Swift, Madonna, Swift, Elvis Presley, Robbie Williams, Beatles, Nora Ram, Peter Sagel, Donald Trump",1
29197,public_health,"Jake Goldstein-Street, Donald Trump, Dave Pearson, Bob Ferguson, Head Start, Nationally, Rhonda Hauff, Robert Kennedy",1
29198,public_health,"Bill Gates, Donald Trump, Robert Kennedy, Rubio, John Ketchum",1
29199,public_health,"Helen Intl, Camille Johnson, Sarah Bouchie, Mali Nepal, Tim Prewitt",1
29200,public_health,"Ross Wollen, Anna Goldman, Todd Hagobian, Robert Gabbay",1
29201,public_health,"Robert Kennedy, Susan Polan, Donald Trump, Elon Musk",1
29202,public_health,Lauren Gardner,1
29203,public_health,"Robert Mackie, Stephanie Ritchie, Communications Specialist",1
29204,public_health,"Steve Nskyp, Brian Mann, The Santos, Matista, Liliana Santos, Kane, Jersey, Miguel Monetche, Monica",1
29205,public_health,Joe Lombardo,1
29206,public_health,"Johnson Screens, Johnson, Polyvinyl, Johnson Screen, Water Wells, Shiven Amin, Jyoti Bhasin, Stina Email, Johanson Screens, People, Surtitles, Xiaomi Civi",1
29207,public_health,"Joe Biden, John Roberts, Elena Kagan, Donald Trump, Reagan, John Stevens, Samuel Alito, Neil Gorsuch, Brett Kavanaugh, Clarence Thomas, Kentanji Jackson",1
29208,public_health,"Charles Schwab, Hannah Sad, Scott Tomar, Mark Hart, Robert Junior, Stephen Levy",1
29209,public_health,,0
29210,public_health,"Linkedin, Blog, Youtube Atil",1
29211,public_health,Sabin Nsanzimana,1
29212,public_health,,0
29213,public_health,"Sees Robert, Maliki, Matt Callow, Neal, Georgie Smith",1
29214,public_health,,0
29215,public_health,"Tory Johnson, Morgan, Sam, Robin, Ginger",1
29216,public_health,"Ed Beginnings, Becky Dawson, Jacob, Aaron, Ael Brown, Ashley Bell, At Stinson, Simpson, Phil",1
29217,public_health,"Katherine Wells, Austin, Olusimbo Ige, Philip Huang",1
29218,public_health,"Howard, Tariffs--, Lee Zeldin, Krispy, Jessi Mitchell",1
29219,public_health,"Yarl, Pamela Moon, Elsa Cheng, Juana Summers, Donald Trump, Brian Mann, Brian, Ryan, Chrissie Giuliano",1
29220,public_health,,0
29221,public_health,"Karen Bass, Siavash Arani, John Ardalan",1
29222,public_health,"Robert Kennedy, Donald Trump",1
29223,public_health,"Tempe Chen, Steven Schmitt, Bill Steinbach, Graham Tse, Irvine",1
29224,public_health,"Lauren Irwin, Tedros Ghebreyesys",1
29225,public_health,"Lauren Davis, Tom Dent",1
29226,public_health,"Randy Brenner, Radiological, X. Nuzyra, Adam Silverstein",1
29227,public_health,"Gabriel Gao, Greenwood, Scott Simon, Kyra",1
29228,public_health,"Jimmy Carter, Deborah Weitzman, Mora Alderson, Joe Biden, Francois Bayrou, Mayot, Baru, Giselle Elco, Ferdinand Junior, Marcos, Deborah Whites, Meet Rupert",1
29229,public_health,"Baron, Sam, Ted Woodward, Bruce Silsby, Donovan Otto, Bruce, Dingdong, Allison, Ted, Donovan, Chuck Mcdowell, Cassie Hamilton, Gerald Menz, Fox, Madison, Steven",1
29230,public_health,"Meteor Biotech, Vizgen, Seer",1
29231,health_campaign,Zsofia Kandrot,1
29232,public_health,"Robert Kennedy, Donald Trump, Jon Lapook, Let'sk, They'reng",1
29233,public_health,"Established, Robert Kennedy",1
29234,public_health,"Michael Regan, Jami Wallace, Norfolk Southern, Alan Shaw",1
29235,public_health,Cyclospora,1
29236,public_health,Jason Wu,1
29237,public_health,,0
29238,public_health,,0
29239,public_health,"Spencer Cox, Stephanie Gricius, Kirk Cullimore, Robert Kennedy, Lorna Koci, Val Radmall",1
29240,public_health,"Tropis, Quetta, Kila Abdullah, Biya, Ce Mark",1
29241,public_health,"Albert, Eduardo Fernandez",1
29242,public_health,"Insights, Branwen Morgan",1
29243,public_health,"Bill Clinton, Michael Dowling, Michelle Hillman, Mark Bryant, Stefanie Feldman, Jens Ludwig, Edwin A., Betty Distinguished, David Muhammad, Jim Ross, Amy Solomon, Steve Sumner, Soul Box, Leslie Lee, Chethan Sathya, Benjamin Hoffman, Mia Tretta, Alicia Acuna, Donald, Matthew Libassi",1
29244,public_health,"Edmund Sabanegh, Jennifer Yartym, Andrew Dunnick, Patrick Perfetti, Donald Guthrie",1
29245,public_health,"Henry Mcmaster, Katherine Farris, Donald Trump, Julian Polaris, Heidi Allen, John Bursch, Amalia Luxardo, Jeffrey Collins, Kimberlee Kruesi",1
29246,public_health,"Joyce Msuya, Farhan Haq, Spokesperson, Benjamin Netanyahu, Antony Blinken, Lloyd Austin",1
29247,public_health,"John, Jug",1
29248,public_health,,0
29249,public_health,"Cox, Donald Trump, Robert Kennedy, Stephanie Gricius, Kirk Cullimore",1
29250,public_health,,0
29251,public_health,"Greg Bonnen, Tom Oliverson, Bill Cassidy, Robert Kennedy, Roger Marshall, John Barrasso, Rand Paul, Rekha Lakshmanan",1
29252,public_health,"Steve Padilla, Terry Cunningham, Rob Lipton, Miryom Yisrael, Raul Verdugo",1
29253,public_health,"Joy Life, Nature",1
29254,public_health,"Bear Glacier, Julia Rogers",1
29255,public_health,Jim Jones,1
29256,public_health,,0
29257,world_health_leadership,"Vivek Murthy, Lifestyle Reverse, Kill Humans, Good Sleep",1
29258,public_health,"St. Luke, Nick Lumi, Nazareth, Aldo Carmona, Christopher Chapman",1
29259,public_health,"Robert Kennedy, Donald Trump, Rob Davidson, Jay Richards, Jeffrey Flier, Ross Brownson, Brett Giroir, Paul Offit, Mitch Mcconnell, Mike Pence, Mark Hyman, Mehmet Oz, Phillip Ovadia, Jerome Adams",1
29260,public_health,"Chairwoman Hull, Lois Kolkhorst, Chairwoman Kolkhorst",1
29261,public_health,"Joe Biden, John Brownstein",1
29262,public_health,"Trump Title, Donald Trump, Joe Biden, Neil Gorsuch, Kevin Johnson, Ernesto, Kristi Noem",1
29263,public_health,Edinburg,1
29264,public_health,"Kamala Harris, Donald Trump, John Tester, Tim, Catherine Frisky, Alexis Porter, Samantha Wool, Isaac Agre, Steve Carmody, Percy, Scott Simon, Scott",1
29265,public_health,"Aspen Ideas, Aspen Health, Jay Bhattacharya, Stefanie Ilgenfritz, Nancy Pelosi, Kathleen Sebelius, Sylvia Burwell, Charlie Dent, Atul Gawande, Deborah Birx, Bush, Donald Trump, Apoorva Mandavilli, Karen Desalvo, Micky Tripathi, Erin Brodwin, Martha Gulati, Diana Thiara, Nora Volkow, Alice Park, Brooke Anderson, Richard Besser, Karen Mcneil-Mille, Sophie Trudeau, Kate Bowler, Melissa Murray, Kannon Shanmugam, Arnold Ventures, Eric Baker",1
29266,health_campaign,"Gabriella Emmanuel, Mary May, Joe Biden, Nora Rom, Messiah Singalong, Eric Deggans, Ursula Der, Donald Trump, Terry Schultz, Terry, Eric, S. Lyon, Macron",1
29267,public_health,Thomas Hart,1
29268,public_health,"Donald Trump, Michael Osterholm, Joe Biden, Lawrence Gostin",1
29269,health_campaign,,0
29270,public_health,"Christy Santhosh, Shilpi Majumdar",1
29271,public_health,"Weis, Laura Shumow, Carlos Aguilera, Nicholas Williams, Motley Rice, La Frontera, Hikkaduwa, John Spink",1
29272,public_health,"Chicken Brook, Richard Farmer, Penetron, Wright Pierce",1
29273,public_health,Vince Shorb,1
29274,world_health_leadership,"Darryl Strawberry, Jesus Name, Pete Alonso",1
29275,public_health,"Babson, Tom Paul, Nathan, John Tucker, Robert Junior, Bloomberg Benjamin, Robert Kennedy, Bloomberg Sen, Pete Hegseth",1
29276,public_health,"David Aucoin, Syamal Raychaudhuri, Wendy Bagnato",1
29277,public_health,Shankar Musunuri,1
29278,public_health,"Bkjr, Robert Kennedy, Donald Trump, Pryor Brenner, Michael Johns, Andrew Tritter, Needles, Botox",1
29279,public_health,"Tajammul Pangarkar, Immunoassay, Restraint, Beckman Coulter, Lawrence John",1
29280,public_health,,0
29281,public_health,"David Miscavige, Castle Kyalami, Volunteer Ministers, Sotho, Zulu, Founder Hubbard, At U-Verse",1
29282,public_health,"Pathogens Escherichia, Cdta Cdtb, Asta, Ghatak Al, Tryptone Broth, Luria Broth, Madin Kidney, Cytotoxic, Lu Al, Mini Kit, Mini Lumi, Lane, Lane Lipopolysaccharide, Meghalaya, Carbasse, J., Meier-kolthoff, Xu, Guo, X., Liu, Zheng, B., Garcia-toledo, Gladney, Strockbine, N. Polymerase, Jones, N., Invasive Escherichia, Foodborne Pathogen, G., L., Rurangirwa, Escherichia Albertii, Emerg, Akita, Hiratsuka, W., Foodborne Pathog, Bai, Z., Yan, Biggel, Muchaamba, Baker, John, Macgregor, De Silva, Infecting Humans, Commun, Ogura, Y., Nguyen, Tokizawa, Pham, Milton, Lamare, Sen, Pathogen Escherichia, Wei, Zou, Hou, Bmc Vet, Hoepelman, Jarquin, Imp",1
29283,public_health,"Yu Zhang, Daniel Wang, Butter",1
29284,public_health,"Bhugra, Sartorius, Roy Bennett",1
29285,health_campaign,"Shri, Nanasaheb Dharmadhikari, Shri Dharmadhikari, Angela Mcknight, Assemblywoman Ramirez, Chairperson Romano, Joyce Watterman, Jessica Ramirez, Anthony Romano, Councilwoman Watterman",1
29286,public_health,"Tory Johnson, Robin, George, Robert Kennedy, Dan Abrams, Karen",1
29287,public_health,"Brand Network, Amro Albanna, Evofem",1
29288,public_health,"Miller Children, Graham Tse, Yair Katz, Irvine",1
29289,public_health,"Tina Chopra, Dean, Anthony Age, Forgi, Tina",1
29290,public_health,"Richard Hatzfeld, Mark Chataway, Christopher Nial, Finn Washington, Gil Bashe, Lazar, Amy Terpeluk, Jessica Ross, Sharon Quntai, Peter Finn",1
29291,public_health,,0
29292,public_health,"Diane Cavo, Anel Joselin, Pierre Sons, Bogey, Tim Franks, Maria Butina, Kurt Volker, Joe Biden, Tim, Donald Trump, Putin, Michael Waltz, Jd Vance, Don Junior",1
29293,public_health,"Growing Alera, Raul Zepeda, Kye Gardner",1
29294,public_health,"Tedros Ghebreyesus, Matthew Kavanagh, Michael Ryan, Tedros",1
29295,public_health,"William Schaffner, David Margolius, Abraar Karan",1
29296,public_health,Neal Davis,1
29297,public_health,"Legendre, Afria Yap, Polynesia, H Upsilon, V, Eq, J N, Beta, Bigg, End Aligned, Nonumber, Frac Sum, N Textrm, M T, M Hm, L Omega, M Eta, Bigg Omega, M, Vert, H T, Gt, Quad Upsilon, T Lambda",1
29298,public_health,"Anne Nigra, Wil Lieberman-Cribbin, Mona Puggal, Lindsey Martin",1
29299,public_health,"Anne Kimmerlein, Veterinary Epidemiologist, Christian Leutenegger, Med, Marie Kerl, Gentle Oak, Tai Wai",1
29300,public_health,"Boris Mackey, Raises Alarm",1
29301,public_health,"Chirag Vyas, Andrea Roberts, Siwen Wang, Anthony Menor, Laura Kubzansky, Natalie Slopen, Janet Rich-Edwards, Jorge Chavarro, Jae Kang",1
29302,public_health,"Delivery Mode, Cloud",1
29303,public_health,,0
29304,public_health,"Donald Trump, Joe Biden, Lee Zeldin, Melanie Benesh",1
29305,public_health,,0
29306,public_health,Jerry,1
29307,public_health,"Kavanaugh Chandler, Neil Rotroff",1
29308,public_health,"Sensu Lato, Weigang Qiu, B. Garinii, B. Valaisiana, Steven Schutzer",1
29309,public_health,"Jenna, Tony Thomas, Jill Martin, Kaley Cuoco, Robert Kennedy, Joseph, Bruce",1
29310,public_health,"Ooi Eong, Shirin Kalimuddin, Patrick Tan",1
29311,public_health,"Brian Allison, Jake Cherry, Jessen, Drew Gario, Charlton Thorpe, Carlos Todo, Becka Weinman, Jeff Peters, K Risdel, Donald Woodley, Donald Trump, Ari Shapiro, Mary Kelly, Soweto Choir, Jack Speier, Daniel Estrin, Alan Hamas, Joe Biden, Gabriella Emanuel, Gina, Gabrielle Npr, Starliner, Butch Wilmore, Sunny Williams, Joe Acaba",1
29312,public_health,Region Halland,1
29313,health_campaign,"Nyay Yatra, Sachin Pilot, Raipur, Vishnu Sai, Law, Gandhi Jayanti, Lal Shastri, Swachhta, Sewa Pakhwara'",1
29314,public_health,"Mariam Sunny, Shinjini Ganguli",1
29315,public_health,"Tedros Ghebreyesus, Tedros, Amy Pope, Amy",1
29316,public_health,"Jacob Frey, Evalyn Carbrey, Latrisha Vetaw, Andrea Jenkins, Linea Palmisano",1
29317,public_health,"Lisa, Ashley, Bricken, America Markovian",1
29318,public_health,"Zhezhen Jin, Cronbach, Cohen, Qin Shao",1
29319,public_health,"Chris, Patrick, Brendan Keefe, Dana Resilient, Bryan Xona, Pat Diamond, Sam National, Michael, Jeff, Wolf, Pat Timing",1
29320,public_health,"Mold, Midea, Comfort Aire, Danby, Cool, Lurie Children, A Outbreak, Nancy Luosang, Carol Drph",1
29321,public_health,,0
29322,public_health,"Michael Regan, Epa Administrator, Bradley Blackburn, Sot Bozzella, Joe Biden",1
29323,public_health,"Dana, Tara Molina, Johnson",1
29324,public_health,"Terry Huang, Brita Roy, Lu Hu, Nadia Islam, Lorna Thorpe, Joseph Steckler, Lecturer Ratzan, Lauren Taylor, Chau Trinh-Shevrin, Tanya Spruill, Stacy Loeb",1
29325,public_health,"Ali Abazeed, Op-ed, Donald Trump",1
29326,public_health,"Richard Ruhling, Richard Biblical, Daniel, Luke, Isaiah, Cyrus, Babylon, Donald Trump, George Bush, Isaac, Abraham, Saddam, Ben Carson, Joe Biden, Obama, Tucker Carlson",1
29327,public_health,"Seth Magaziner, Rhode Islanders, Alison Croke, Elena Nicolella, Lisa Menard-Manlove, Christine King",1
29328,public_health,,0
29329,public_health,"Pamela Rendi-Wagner, Mplex Mpox, Eurofins",1
29330,public_health,"Jean Kaseya, Khalid Taleb",1
29331,public_health,"Greater Philadelphia, Christian Wright, Joe Biden, Keith, Lloyd Austin, Jennifer Lynn, Penn, Allan Yu, Christina Miller, Steve Nsky",1
29332,public_health,"Tamar Hai, Ayatollah Khamenei, Marwan Naser, Natalie Melzer, Shlomo Mor",1
29333,public_health,"Alice Thompson, Hannah",1
29334,public_health,"Kaley Collins, Miss Cohen, Sam, Keith, Francis, Scott Roberts, Brian Holbert",1
29335,public_health,"Assemblywoman Melissa, Fox, Mike Emanuel, Robert Kennedy, Russell, Jordan Davis",1
29336,public_health,"Layoffs, Terra Lawson-Remer, Nora Vargas, Rob Bonta",1
29337,public_health,"Sarah Brady, Judd Apatow, Jim, Jon Glickman, Anthony David, Lisa Sherman, Adam Brody, Clark Gregg, Bradley Whitford, Stand, Steve Kerr, Eric Swalwell, Chuck Schumer",1
29338,public_health,"Humanitarian Needs, Gao, Menaka",1
29339,public_health,"Bayesian Model, S Bhaskar, Suita, N Kawakami, M Lee",1
29340,public_health,"Ludwig Burger, Ilya Yuffa, Mounjaro, Matthias Williams",1
29341,public_health,"Gloria Gainer, Jose Garino, Donald Trump, Hegseth, Hexth, Carol, Prince William, Mike Semansky, Bitcoin, Thomas Morton",1
29342,public_health,Diana Atwine,1
29343,public_health,"Panacea Biotech, Rohtak, Jp Nadda, Atmanirbhart, Panacea Biotec, Russell Rabichev, Gurgu Cphone",1
29344,public_health,"Chicken, Vol, Andrew, Al., L. Pickering, Miller, S., Douglas, Bennett, Jones, Timothy F., Varma, Jay K., John M., Enteric Infections, Skin Diseases, David, Buzby, Jean, Roberts, Kass, Patrick, Http, Keep, Types, Fruits, Sprouts.html",1
29345,health_campaign,"John Cunningham, Mike Smith, Joe Biden, Emerita Pelosi, Daniel O'day, Memorial Quilt",1
29346,public_health,"Dick Kraklow, Sioux Falls, Brandon Johnson, Jeremy Underhill, Justin Struttmann, Duane Huey, Moe Nuhman",1
29347,public_health,"Maite, Covadonga Caballo, Raman Velayudhan, Jorge, Mentioned, Montalvo",1
29348,public_health,"Parent Perceptions, Wollongong, Kb, Epi Info, Qsr Nvivo, Leonard Al, Leonard Al., Polak Al, Duncanson, Moumin Al, Moumin Al.",1
29349,public_health,Andrew Parker,1
29350,public_health,"Derrell Smith, Peter, Kamala Harris, Donald, Mike Johnson, Robert Kennedy, Donald Trump, Bobby, Garrett",1
29351,public_health,"Robert Kennedy, Donald Trump, Eva Mendes, Hannah Neeleman, Jenna Fischer, Kate Der, Gen X, Robert Califf",1
29352,public_health,"Fratelli Beretta, Coppa, Aldi, Sam's Club, Charcuterie Sampler, Sam",1
29353,public_health,"Marc Lacey, Nirav Shah, Csl Sequiris",1
29354,public_health,Background,1
29355,public_health,Milton,1
29356,public_health,"Jess Edwards, Patricia Tilley, Chris Sununu, Lou D’allesandro, Keith Erf, Ann Landry, Ken Weyler, Josh Elliot, Myles Greenway, Garry Rayno",1
29357,public_health,Megan Ranney,1
29358,public_health,"Camille Bas-Wohlert, Samuel-Roger Kamba",1
29359,health_campaign,"Duncan, Bagel, Dunkin, Mac, Buck, Tom Perez, Whirlpool, Percy, Bloomington Illinois",1
29360,public_health,"Raphael Cuomo, Cuomo, Eduardo Cuomo, Mario Cuomo, Stella, Avastin",1
29361,public_health,"Joyce Lokonyi, Ekiru Kidalio, John Ekai, Turkana, Jennifer Ekal",1
29362,health_campaign,"Kim Petras, Robert Parker",1
29363,public_health,"John Kaylish, Gordon Jameson, Nan, Bill Harris, Carolyn Bealer, Cindy, Howard Richowsky, Katherine Harrison, Tom Kay",1
29364,public_health,Donald Trump,1
29365,public_health,"Roberts, Joe, Louis Dejoy, Jon Ossoff, Postmaster",1
29366,public_health,"Kelley French, Maggie Richards, Maggie Prosser, Roy Prize, Roy Clark, Allen, Talia Richman, Deborah Award, Mary Molloy, Arrest, Kaitlyn Radde, Emma Uber",1
29367,public_health,"Shigeru Ban, Fumihiko Maki, Wim Wenders",1
29368,public_health,Persons,1
29369,public_health,"Lee Zeldin, Anna Reade",1
29370,public_health,"Balnandra, Ketamine, Dan, Cohen, Buster, Oscar, Vacca",1
29371,public_health,"Zackie Achmat, James, Sarah, Martha Katz, Zackie, Sandra Thurman, Ndifuna Ukwazi, Unitebehind, The F., James F.",1
29372,world_health_leadership,Sc Johnson,1
29373,public_health,"Alex Lebeau, Alex Consulting, John Brocas",1
29374,public_health,"Kate, Donald Trump, Sheoves, It'sy, Dave",1
29375,public_health,"Samantha Brown, John, Abraham Lincoln, Christina Shutt, Abraham, Jim Crow, Stacy Grundy, Buzz Waldmire",1
29376,public_health,Bird In,1
29377,public_health,"Amaryllis Castillo, Rx Kids, Kamala Harris, Mitchell, Needy Families, Mona Hanna, Luke Shaefer, Kalamazoo, Gretchen Whitmer, Stacey Kallem, Rachel Moran",1
29378,health_campaign,"Naga, Gandhi Jayanti, Reileiwung Hongray, Silas Zingkhai, Dinringam Kamei, Khashim Vashum, Ram Muivah, Leishiyo Keishing",1
29379,public_health,"Salesperson, Beurer Gmbh, David Correa",1
29380,public_health,"Deepika Vuppalanchi, Corbin Managing",1
29381,public_health,"Bla, Klebsiella Pneumoniae, Enterobacterales, Carbapenem Antibiotics, Centrochelys, Stigmochelys, Gassner, Kaptive, Biomatters, Plasmid, Fang Al, Nacl, Taylor, Kroll, Pan Biotech, Magiorakos Al., Foster Al, Enterobacteriaceae, Goldberg, Enterobacter, Hossain, Klebsiella Sp., Morrison, Aac, Katharina Schaufler, Elias Eger, Torsten Semmler, Silver Wolf, Lakshmipriya Thrukonda, Ursula Leidner, Kramer, Gierer, W., Schaefer, G., Chen, L., Antimicrob, Agents Chemother, Poirel, J., Gniadkowski, Lancet Infect, Alli, Immunol, Nordmann, P. Plasmid-Mediated, Lett, Deurenberg, Arends, Lo-Ten Foe, Grundmann, Rossen, Nowak, Kourouma, Wieler, Leendertz, Cunha, Dropa, Lincopan, N.",1
29382,public_health,"Raina Mcintyre, Joe Papa, Generalized Vaccinia, Boxed Warning, Richard Lindahl",1
29383,public_health,"Donald Trump, Vladimir Putin, Tony Evers, Bob Woodward, Trump Wisconsin, Jb. Pritzker, Gretchen Whitmer, Ruth Conniff",1
29384,public_health,"Brian Adams, Tom Robbins, Max Pearson, Heather, Drew Man, Li Folk, Curtain Ram",1
29385,public_health,"Event Calendar, Promise Healthcare, W. Road, Champaign",1
29386,health_campaign,"Complex Srinagar, Alok Kumar",1
29387,public_health,Shankar Musunuri,1
29388,public_health,Healthy Canadians,1
29389,public_health,"Bolick, Max, Max Bergman, Donald Trump",1
29390,public_health,"Suraj Saggar, Donald Trump, Robert Kennedy, Perry Halkitis, Foudy",1
29391,public_health,,0
29392,public_health,"Jill Bronaugh, Dana Hawkinson",1
29393,health_campaign,"Hussein, Laura, Link",1
29394,public_health,Tom Vilsack,1
29395,public_health,"Ryan Scholz, Les Sims",1
29396,public_health,"Scott Eberle, Stuart Brown, Explorer, Joker, Storyteller, Afterword, Anthony Christopher, Lauren Sundstrom, Bowen White, Tom Norquist",1
29397,public_health,"Wes, Simon, Stubblefield, Val, Josh Johnson",1
29398,public_health,"Cone Biopsy, Snita Sinukumar",1
29399,public_health,"Milad Ghaznavi, Gulzar, Pamir Cola, Zahir Bahaduri",1
29400,public_health,"Amy Maxmen, Joseph Ladapo, Robert Kennedy, Paul Offit",1
29401,public_health,"Matthew Ahmadi, Emmanuel Stamatakis",1
29402,public_health,"Manuel Navarro, Wenatchee",1
29403,public_health,"Greg Westergaard, Donald Trump",1
29404,public_health,Hajar Mahabadi,1
29405,public_health,,0
29406,public_health,"Stephen Jackson, William Ruto, Bramwel Simiyu",1
29407,public_health,"Zoliflodacin Zoliflodacin, David Altarac, Alison Luckey, Azithromycin, Gabrielle Kornman, Stephen Hawser, Enterobacterales, Sarah Mcleod, Gonorrhea Gonorrhea, David Patti",1
29408,public_health,Qi Sun,1
29409,public_health,Use Disorder,1
29410,public_health,"Fireworks, Will Coss",1
29411,public_health,"Paul Chaplin, Rolf Sass, Graham Morrell, Pinheiro Aa, Pamplona De, Cavalcanti L.",1
29412,public_health,"Lashrecse Aird, Carrie Coyner, Ac. Cordoza, Bob Bloxom, Virginia Lcv, Conyer, Glenn Youngkin, Kim Taylor, Mike Cherry, Glen Sturtevant, Bill Atkinson",1
29413,public_health,"Marry Ramirez, Aaron Wood, Sanpete, Wayne, Kurt Forsyth",1
29414,public_health,,0
29415,public_health,"Tia Nomore, Local Irth, Cedars Sinai, Angelina Spicer",1
29416,public_health,"Zenith Bolinder, Together",1
29417,public_health,"Joe Biden, Donald Trump, Reagan, John Stevens, Samuel Alito, Neil Gorsuch, Brett Kavanaugh, Clarence Thomas, Kentanji Jackson",1
29418,public_health,,0
29419,health_campaign,"William Hilderbrandt, Sandrine Fournier, Joe Biden",1
29420,public_health,Robert Kennedy,1
29421,public_health,"Cancel Image, Blog Valneva, Risen Manifold, Richard Hatchett, Valenva, Medpace, Morningstar",1
29422,public_health,Erin Mclaughlin,1
29423,public_health,"Chuck Sison, Houthis, Sharin Fam, Sky Rizzi, Sky Rizzy, Melissa Adan, Ricky, Ricky Henderson, Alex Stone, Alexis Christopheros, Omaha Stakes, Chuck Severson",1
29424,public_health,"Jackson, Erisa Nicole, Joseph Band, Kelley O'neal, Phil Denny, Pamela Williams, Kelvin Wooten",1
29425,public_health,"Robert Kennedy, Ron Desantis, Brett Kessler, Bill Sponsor, Kaylee Tuck, Daniella Cava, Levine Cava, Freida Frisaro",1
29426,public_health,"Medetomidine, Alex Krotulski, Brendan Hart, Joe Biden, Kathy Lalli, Ellwood Warren, Bertha Madras, Jeffrey Singer, Nabarun Dasgupta",1
29427,public_health,"Samuel Cartwright, Louis",1
29428,public_health,,0
29429,public_health,Anthony Fauci,1
